unit,cycle,op_setting_1,op_setting_2,op_setting_3,sensor_1,sensor_2,sensor_3,sensor_4,sensor_5,sensor_6,sensor_7,sensor_8,sensor_9,sensor_10,sensor_11,sensor_12,sensor_13,sensor_14,sensor_15,sensor_16,sensor_17,sensor_18,sensor_19,sensor_20,sensor_21,RUL,RUL_piecewise,flight_regime,sensor_1_norm,sensor_2_norm,sensor_3_norm,sensor_4_norm,sensor_5_norm,sensor_6_norm,sensor_7_norm,sensor_8_norm,sensor_9_norm,sensor_10_norm,sensor_11_norm,sensor_12_norm,sensor_13_norm,sensor_14_norm,sensor_15_norm,sensor_16_norm,sensor_17_norm,sensor_18_norm,sensor_19_norm,sensor_20_norm,sensor_21_norm,sensor_1_norm_ewma_mean,sensor_1_norm_ewma_std,sensor_2_norm_ewma_mean,sensor_2_norm_ewma_std,sensor_3_norm_ewma_mean,sensor_3_norm_ewma_std,sensor_4_norm_ewma_mean,sensor_4_norm_ewma_std,sensor_5_norm_ewma_mean,sensor_5_norm_ewma_std,sensor_6_norm_ewma_mean,sensor_6_norm_ewma_std,sensor_7_norm_ewma_mean,sensor_7_norm_ewma_std,sensor_8_norm_ewma_mean,sensor_8_norm_ewma_std,sensor_9_norm_ewma_mean,sensor_9_norm_ewma_std,sensor_10_norm_ewma_mean,sensor_10_norm_ewma_std,sensor_11_norm_ewma_mean,sensor_11_norm_ewma_std,sensor_12_norm_ewma_mean,sensor_12_norm_ewma_std,sensor_13_norm_ewma_mean,sensor_13_norm_ewma_std,sensor_14_norm_ewma_mean,sensor_14_norm_ewma_std,sensor_15_norm_ewma_mean,sensor_15_norm_ewma_std,sensor_16_norm_ewma_mean,sensor_16_norm_ewma_std,sensor_17_norm_ewma_mean,sensor_17_norm_ewma_std,sensor_18_norm_ewma_mean,sensor_18_norm_ewma_std,sensor_19_norm_ewma_mean,sensor_19_norm_ewma_std,sensor_20_norm_ewma_mean,sensor_20_norm_ewma_std,sensor_21_norm_ewma_mean,sensor_21_norm_ewma_std,xgb_preds,prediction_error,PC1,PC2,Confidence_Score,Predicted_RUL
11,1,20.007,0.7006,100.0,491.19,607.08,1471.68,1247.42,9.35,13.65,335.22,2323.91,8721.41,1.08,44.19,315.62,2388.08,8063.45,9.1734,0.02,363,2324,100.0,24.69,14.7952,270,125,1,2.2737367544323206e-13,-1.0470184751671605,-2.4049509157602653,-0.7312083167058933,1.7763568394002505e-15,-1.3988149319203482,1.1935646567538092,-0.88063367051636,-0.48569800091367027,0.5417730854581134,-1.0850806537366242,1.501233954990956,-0.5723519491504127,-0.16266560614624673,-1.5219153497079039,-0.5221511324097453,-1.626322263357814,0.0,0.0,1.7460469946725017,1.5348361123068406,2.2737367544323206e-13,0.0,-1.0470184751671605,0.0,-2.4049509157602653,0.0,-0.7312083167058933,0.0,1.7763568394002505e-15,0.0,-1.3988149319203482,0.0,1.1935646567538092,0.0,-0.88063367051636,0.0,-0.48569800091367027,0.0,0.5417730854581134,0.0,-1.0850806537366242,0.0,1.501233954990956,0.0,-0.5723519491504127,0.0,-0.16266560614624673,0.0,-1.5219153497079039,0.0,-0.5221511324097453,0.0,-1.626322263357814,0.0,0.0,0.0,0.0,0.0,1.7460469946725017,0.0,1.5348361123068406,0.0,126.685844,1.6858444213867188,-10.758657184619521,-0.45986512556668163,82.48303673457015,126.685844
11,2,10.0058,0.2503,100.0,489.05,604.34,1489.38,1297.07,10.52,15.49,395.12,2318.81,8779.72,1.26,45.27,372.08,2388.05,8138.68,8.6125,0.03,369,2319,100.0,28.81,17.1738,269,125,4,-1.1368683772161603e-13,-1.2084642811998718,-2.1817813957793213,-1.6770942158542328,0.0,-0.6995215436232051,1.1842169247863619,-1.5708573420630394,-0.3132400089321645,0.019253330110253555,-0.8635363976885256,1.1865177916808438,-1.1470362138974828,0.22175681178368786,-1.3651773523256703,-1.3877787807814457e-17,-0.46988942631989095,0.0,0.0,1.9701720961954112,0.6764292484487902,1.653626730496233e-13,2.411662016538278e-13,-1.0763722580821988,0.11415942423985816,-2.3643746394000935,0.15780468093267222,-0.9031875710965005,0.6688423335165256,1.4533828686002048e-15,1.25607396694702e-15,-1.2716706795026858,0.4944750969038273,1.191865069123364,0.006609844662896262,-1.0061288835248472,0.4880618386861332,-0.4543420023715783,0.12194621559993793,0.44676949357668433,0.36947726231040745,-1.0447998799096971,0.15665544578453927,1.4440128343891174,0.22253793322559315,-0.6768399972862436,0.4063631406438584,-0.09277062106807679,0.27182769855838573,-1.493417532002043,0.11083050081857669,-0.4272145628807007,0.3692166065311657,-1.416061747532737,0.8177215010563129,0.0,0.0,0.0,0.0,1.7867970131312125,0.1584803791209727,1.3787621370599221,0.6069853144511048,125.80794,0.8079376220703125,-8.55553584687414,0.9270558193487,88.81118871522217,125.80794
11,3,24.9997,0.62,60.0,462.54,536.48,1261.29,1046.94,7.05,9.03,176.18,1915.4,8017.52,0.94,36.51,164.75,2028.31,7876.84,10.8043,0.02,306,1915,84.93,14.41,8.6063,268,125,2,0.0,-1.0752939259913017,-0.26415340199441856,-0.4965760206534439,1.7763568394002505e-15,0.5356457157003202,1.6842420927500537,-0.060132255994475456,0.14337564927425808,0.08908146973675168,-1.3976673833310524,0.5172660396291309,-0.015141460162783973,-0.12436539694731068,-2.538037295490072,0.0,-1.0429012501839396,0.0,-1.4210854715202004e-14,1.3130326084485293,0.7230592597655974,1.3529673249514633e-13,1.9155840525866915e-13,-1.0761761977020357,0.07992184888013794,-1.9825162325990615,1.1546859947796109,-0.829258198288672,0.5184244041866947,1.5121054087456674e-15,8.969291573168919e-16,-0.9430676985566846,1.047918270995724,1.2813881643282166,0.26950312627943585,-0.8341294967011431,0.6203012021773036,-0.3456660657086989,0.33806989823932654,0.3817353074239693,0.3243824673433025,-1.108957607804489,0.2220821605216414,1.2755134171600289,0.5305694547127298,-0.5565311723547054,0.4605076241519309,-0.09851512577339204,0.19108253853101503,-1.6833483980907755,0.5769306753169595,-0.34953918781148235,0.34853130644012753,-1.3482143843784102,0.6077988474123023,0.0,0.0,-2.5837917664003644e-15,7.777180920463336e-15,1.7006580304616337,0.2820178005959275,1.2595434320973176,0.556182332420526,124.36763,-0.6323699951171875,-6.79955942611659,2.514216594996107,94.96890258108836,124.36763
11,4,35.004,0.8406,100.0,449.44,555.61,1360.23,1133.67,5.48,8.0,194.75,2222.99,8352.16,1.02,41.62,183.29,2388.17,8073.4,9.2664,0.02,334,2223,100.0,14.87,8.8824,267,125,5,5.684341886080802e-14,-0.4304419778725952,-1.1545833246160417,0.2890359810589101,-1.7763568394002505e-15,-0.17469039159224492,0.6436085003342872,-0.18151719384738396,-0.23211899837945946,-0.20163773326380144,-1.5755093125590862,0.7092916477490633,0.10623343290756954,0.07781087180053678,-1.7269531493990484,3.469446951953614e-18,-0.16740409607150117,0.0,0.0,0.346619923948328,-0.23084912947174405,1.2103249365253934e-13,1.5850112495957054e-13,-0.9587699759148646,0.32027599271683005,-1.8319829766021487,1.0108805975548818,-0.6259319838618388,0.6845817739876793,9.14203181810046e-16,1.7528095588527013e-15,-0.8033627336540591,0.9207284063885703,1.1654282254202293,0.37801572581929993,-0.715472714364096,0.5905568008859798,-0.32502114437610985,0.2770669525905115,0.27566748184437456,0.38500805054679554,-1.193785190487143,0.28846189965915714,1.1725640045398533,0.5072299309723902,-0.43602851685247357,0.49041720467274547,-0.06645585348722316,0.17576428937882568,-1.6912765346922796,0.46384048812904893,-0.28598660820939464,0.327419939159661,-1.1335216046862449,0.7533369901949101,0.0,0.0,-2.1140114452366618e-15,6.3711031865888715e-15,1.4544692838228508,0.6958544132531163,0.9885629663574881,0.8508969068331519,124.02519,-0.9748077392578125,-5.516747975951034,1.7270603707852017,98.5770160470234,124.02519
11,5,0.0014,0.0,100.0,518.67,642.45,1581.12,1401.84,14.62,21.61,554.57,2388.02,9058.83,1.3,47.03,522.49,2388.02,8139.11,8.3926,0.03,392,2388,100.0,39.05,23.359,266,125,3,0.0,-0.46124770172625185,-1.5445320030349392,-0.7856743543320734,-3.552713678800501e-15,0.13114028520710946,1.3932500587937509,-1.1354386128179894,-0.20840721253227845,-2.220446049250313e-16,-1.9391682880204328,1.4774099427109155,-1.1233278487779024,-0.15432173538897684,-1.3441584637542436,-1.3877787807814457e-17,-0.787849992566879,0.0,0.0,1.3098070578207253,0.6534911827491499,9.9026585715714e-14,1.4503096701693352e-13,-0.868311380607844,0.35313831882424335,-1.7797191632262925,0.8656936166561177,-0.6549760512200632,0.584071926513013,1.020364798808556e-16,2.5156736552791426e-15,-0.6334530938611193,0.8877813852151308,1.2068503769426877,0.33636566066379,-0.791830150446622,0.5351790332612888,-0.303818611313595,0.24047332641024038,0.2255461215090337,0.3492101773018668,-1.3293093900386501,0.41778333475482893,1.2279905387527736,0.451223958231225,-0.560992031748006,0.519674082088627,-0.0824314683784511,0.15406644458808041,-1.628164158158091,0.4232107547202043,-0.2339890430804138,0.3061763019644407,-1.0706722206645418,0.6568311503484708,0.0,0.0,-1.729645727920905e-15,5.4785079635276806e-15,1.4281670609133732,0.5927415971246005,0.9276408238832448,0.7362729324494706,123.324265,-1.6757354736328125,-6.7023757461374975,1.3533129836465636,96.32320340044268,123.324265
11,6,10.0012,0.2508,100.0,489.05,604.68,1494.46,1309.6,10.52,15.49,395.42,2318.81,8789.65,1.26,45.22,372.36,2388.09,8131.01,8.628,0.03,367,2319,100.0,28.68,17.1718,265,125,4,-1.1368683772161603e-13,-0.4918760377574299,-1.3043749924253791,-0.19547525920487782,0.0,-0.6995215436232051,1.631040557804809,-1.5708573420630394,0.2308880124746689,0.019253330110253555,-1.0616477370129345,1.7103843777665904,-0.7372303760856797,-0.25702566432625473,-0.9592288931183214,-1.3877787807814457e-17,-1.8129520196070403,0.0,0.0,1.0674281529818914,0.6531212714111319,6.035141781801761e-14,1.5662084863635707e-13,-0.7998685909986778,0.34823410044298025,-1.693292950353399,0.7805682927920865,-0.5714304526718477,0.5459186464644314,8.348439262979094e-17,2.1869654114283157e-15,-0.6454655392724076,0.7721597388734502,1.2839758643721644,0.34616714660907727,-0.9334714580132433,0.576418634366583,-0.2065992251702743,0.31350000328758176,0.18803834125471,0.31662235365586444,-1.2806436349430654,0.38149180378949843,1.3156985094825584,0.44524731009469404,-0.5930353670821285,0.4581961482570755,-0.11417586764168812,0.1541178847824802,-1.5065395645144963,0.46984355885717083,-0.19144558070215673,0.2850829353258936,-1.2056321841086324,0.6566037088436756,0.0,0.0,-1.4151646864807403e-15,4.821288867567707e-15,1.3625781685621947,0.5387625968133786,0.8777281779792241,0.6510824164639902,123.42674,-1.5732574462890625,-6.475596436559686,1.3315066331965746,96.94027486439943,123.42674
11,7,35.0045,0.8407,100.0,449.44,555.82,1363.53,1118.93,5.48,8.0,194.45,2223.05,8344.03,1.02,41.66,183.58,2388.11,8073.4,9.2909,0.02,333,2223,100.0,14.87,8.9351,264,125,5,5.684341886080802e-14,0.04741571928819067,-0.5669050722262642,-1.7024977061640139,-1.7763568394002505e-15,-0.17469039159224492,0.013840734077360672,0.033652966471293386,-0.7106933190695347,-0.20163773326380144,-1.4015947929316133,1.4804412217044889,-0.0940397834684549,0.07781087180053678,-1.084899147276139,3.469446951953614e-18,-0.8796469336187347,0.0,0.0,0.346619923948328,0.554051142202573,5.971359982579769e-14,1.381745139376173e-13,-0.645816898219247,0.4740960038700308,-1.4884951543302836,0.8394117071843057,-0.7770790442158779,0.6813957984869576,-2.5466855864839843e-16,2.08575900218598e-15,-0.5598700578760143,0.7101112140783635,1.0530422043185637,0.6215119688249202,-0.7576306535615093,0.6545689994974009,-0.29825269678832167,0.35020162947792227,0.11718814588770793,0.3249580408601081,-1.3026347545773467,0.3404660124080891,1.3456517298865456,0.3990102703516514,-0.5023088973341878,0.45673858600656236,-0.07926918774310178,0.15868061773389558,-1.4298776704711587,0.45175977907569154,-0.15663729330176457,0.2643962798943512,-1.1463621385650145,0.5956652930512439,0.0,0.0,-1.1578620162115147e-15,4.295752919732883e-15,1.1778584877233098,0.6429386108798787,0.8188778078380148,0.5906994870522414,122.04292,-2.9570770263671875,-5.361161186987623,1.505053708060365,98.82315368287648,122.04292
11,8,35.0005,0.84,100.0,449.44,555.33,1358.36,1123.59,5.48,8.0,195.15,2223.04,8351.83,1.02,41.74,183.69,2388.11,8071.49,9.311,0.02,334,2223,100.0,14.87,9.056,263,125,5,5.684341886080802e-14,-1.0675855740868039,-1.4876010009702747,-1.07288122160102,-1.7763568394002505e-15,-0.17469039159224492,1.4832988553435027,-0.002208726915696441,-0.2515445243115266,-0.20163773326380144,-1.0537657536766367,1.7729462325151075,-0.0940397834684549,-0.045941477773404946,-0.5581528026773557,3.469446951953614e-18,-0.16740409607150117,0.0,0.0,0.346619923948328,2.3547047066318805,5.919174874125411e-14,1.2299529102607697e-13,-0.7225021120133481,0.45756604844466314,-1.4883325809921,0.7471620697061911,-0.8308612582859037,0.6190688114076937,-5.313391551487352e-16,1.9631610544944655e-15,-0.4898373912789653,0.6523872117814905,1.131270686323098,0.5818935828066308,-0.6202812123531796,0.6631984771469919,-0.28976030179254075,0.31233003527096737,0.05921980422379713,0.3186562508037983,-1.257385845322672,0.3205191681811783,1.423341639455375,0.39780856374501405,-0.4280781493586,0.4411293154819644,-0.0732096041122478,0.14193182360919032,-1.2713822399631944,0.5434610545920575,-0.12815778542871645,0.24433608549316002,-0.9683697672025574,0.6705787448693461,0.0,0.0,-9.473416496276029e-16,3.8543688335554e-15,1.026724203400586,0.6701002905249185,1.098119062164172,0.8314556150991308,122.38568,-2.61431884765625,-5.705013107509758,1.777534956507639,98.34985677006961,122.38568
11,9,34.9989,0.84,100.0,449.44,555.26,1354.24,1119.57,5.48,8.0,194.95,2223.04,8355.54,1.02,41.69,183.45,2388.1,8072.43,9.2605,0.02,333,2223,100.0,14.89,8.9441,262,125,5,5.684341886080802e-14,-1.2268714731404855,-2.221308394862957,-1.6160267726618145,-1.7763568394002505e-15,-0.17469039159224492,1.063453677838865,-0.002208726915696441,-0.03315452065091075,-0.20163773326380144,-1.271158903211001,1.1347534816554659,-0.12741865286521792,0.014962819922708722,-1.8815702356245791,3.469446951953614e-18,-0.8796469336187347,0.0,0.0,0.5233380366591206,0.6880948318623292,5.876477967208209e-14,1.1009735257470384e-13,-0.8142056322182822,0.45995639431255875,-1.6216009107868012,0.7347152885925871,-0.9736186245360693,0.6428362175181371,-7.577060068308289e-16,1.831615371830623e-15,-0.4325379367904707,0.5984190702608029,1.1189403211441464,0.5216125942230698,-0.5079043968190917,0.6466770095185015,-0.24310470522133526,0.29916300406891605,0.01179116104423375,0.3050830209443639,-1.2598900376660045,0.2869535230412955,1.370871065309937,0.375680744814973,-0.37341278635980324,0.41410095399464236,-0.05717825428771025,0.1322080730770738,-1.382325511901628,0.5484190843941777,-0.10485636989622255,0.2250795354208251,-0.9522383429145896,0.6013631055312066,0.0,0.0,-7.75097713331675e-16,3.472373490860427e-15,0.9351994458112285,0.6351470704710667,1.0235692021092915,0.763441398046267,123.10245,-1.897552490234375,-6.062191308487876,1.8565657781561484,97.79920609450718,123.10245
11,10,25.0048,0.62,60.0,462.54,536.51,1256.51,1045.38,7.05,9.02,175.32,1915.41,8009.24,0.94,36.65,164.88,2028.27,7876.41,10.8781,0.02,306,1915,84.93,14.4,8.6411,261,125,2,0.0,-0.9915197448373614,-1.1694198635545818,-0.7257023489594097,1.7763568394002505e-15,-1.8562276196963718,-0.23665512190253846,-0.022004022042552328,-0.4438989236145707,0.08908146973675168,-0.7261204558142814,0.895423201530624,-0.1593389778260144,-0.15734210645335484,-0.8300211360469647,0.0,-1.0429012501839396,0.0,-1.4210854715202004e-14,1.2238082081291881,1.2489628431006736,4.8080274277158065e-14,1.0182474870648875e-13,-0.8464445617853875,0.4195995510321362,-1.5393861749263977,0.6858153148237902,-0.9285429380675857,0.5864406881228612,-2.969673075160871e-16,1.9488689217737635e-15,-0.6913906064097255,0.7958012536900333,0.8724684224083855,0.7291981178623829,-0.4195588741324482,0.6144720104776259,-0.27961274492919624,0.28119716953911233,0.025843944442873374,0.2759061833609558,-1.1628410227838728,0.3388909323742766,1.2844259991682436,0.3902475954705328,-0.3344902757172961,0.3823142291549832,-0.0753898637723729,0.12573528757491506,-1.2819065344735072,0.5427028629793303,-0.08579157536963662,0.206759733687566,-0.9687225078726532,0.5415049958743918,0.0,0.0,-3.217962622762644e-15,6.35576566849508e-15,0.9876737662326756,0.5828307618068865,1.0645498641077245,0.692074936109378,122.368675,-2.6313247680664062,-5.569111607049361,1.2041714023934893,98.56300515881266,122.368675
